cid,brand,product,model_number,date_certified,category,frequency_band,wifi_support_list,wifi_n,wifi_ac,wifi_6,wifi_7
WFA128211,Samsung Electronics,SM-A156U,SM-A156U,2024-09-16,Phones,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA131645,Cisco Systems,Cisco Catalyst 9800-L Wireless Controller and Cisco CW9178I AP,C9800-L and CW9178I,2024-09-16,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA132478,"Panasonic Entertainment & Communication Co., Ltd",LUMIX,DC-GH6,2024-09-16,"Tablets, Ereaders & Cameras",2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA131171,"HAN Networks Co., Ltd.",HAN Access Point,AP511,2024-09-16,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA132697,JVCKENWOOD Corporation,Digital Media Receiver,DMX50S,2024-09-16,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132696,JVCKENWOOD Corporation,Digital Media Receiver,DMX5710S,2024-09-16,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132702,JVCKENWOOD Corporation,Digital Media Receiver,KW-M695DBW,2024-09-16,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132699,JVCKENWOOD Corporation,Digital Media Receiver,DMX723WS,2024-09-16,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132700,JVCKENWOOD Corporation,Digital Media Receiver,DMX823WXS,2024-09-16,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132701,JVCKENWOOD Corporation,Digital Media Receiver,DMX80AXS,2024-09-16,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132707,Zyxel Communications Corporation,Dual-Band Wireless AX3000 Gigabit Ethernet IAD,EX3501-T2,2024-09-16,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132703,JVCKENWOOD Corporation,Digital Media Receiver,KW-M695BW,2024-09-16,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132704,JVCKENWOOD Corporation,Digital Media Receiver,KW-M690BW,2024-09-16,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132705,JVCKENWOOD Corporation,Digital Media Receiver,KW-M80AW,2024-09-16,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132684,COOSEA  GROUP  (HK)  COMPANY  LIMITED,Smart Phone,Black C +,2024-09-16,Phones,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132679,COOSEA  GROUP  (HK)  COMPANY  LIMITED,Smart Phone,Black 3,2024-09-16,Phones,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA131717,Samsung Electronics,SM-F958N,SM-F958N,2024-09-13,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA132602,"Huawei Technologies Co., Ltd.",Home Gateway,DN8245X6-8X,2024-09-13,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132600,"Huawei Technologies Co., Ltd.",Optical Network Terminal,OptiXstar V281s,2024-09-13,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA132597,"Huawei Technologies Co., Ltd.",Optical Network Terminal,EchoLife EG8041V5-10,2024-09-13,Routers,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA112368,"Brother Industries, Ltd.",Brother Laser Printer HL-L6415DW,HL-L6415DW,2024-09-13,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA132601,"Huawei Technologies Co., Ltd.",Optical Network Terminal,OptiXstar V261a-20,2024-09-13,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA132568,Signify,WiZ LED Driver,9290041327,2024-09-12,Other,2.4 GHz,n,True,False,False,False
WFA132569,Signify,WiZ LED Driver,9290041328,2024-09-12,Other,2.4 GHz,n,True,False,False,False
WFA132577,JVCKENWOOD Corporation,Digital Media Receiver,DMX5523S,2024-09-12,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA131034,Sagemcom Broadband SAS,F380b PLATFORM,F380b,2024-09-12,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA120159,Zebra Technologies,ET40,ET40,2024-09-12,Phones,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA119482,HP Inc.,Wireless HP Jetdirect 3100w accessory with HP Color LaserJet MFP 5800,6QN29A,2024-09-12,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA119362,HP Inc.,Wireless HP Jetdirect 3100w accessory with HP Color LaserJet MFP 6800,6QN37A,2024-09-12,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA113951,HP Inc.,Wireless HP Jetdirect 3100w accessory with HP Color LaserJet Managed Flow MFP E786z,5QJ94A,2024-09-12,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA113947,HP Inc.,Wireless HP Jetdirect 3100w accessory with HP LaserJet Managed Flow MFP E731z,5QK02A,2024-09-12,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA101462,HP Inc.,Wireless HP Jetdirect 3100w accessory with HP LaserJet Enterprise MFP M430f,3JN69A,2024-09-12,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA82639,HP Inc.,Wireless HP Jetdirect 3100w accessory with HP LaserJet Enterprise Flow MFP M528dn,3JN69A,2024-09-12,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA113950,HP Inc.,Wireless HP Jetdirect 3100w accessory with HP Color LaserJet Managed Flow MFP E877z,5QK08A,2024-09-12,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA113949,HP Inc.,Wireless HP Jetdirect 3100w accessory with HP LaserJet Managed Flow MFP E826z,5QK13A,2024-09-12,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA132562,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDDR5AJA,2024-09-12,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132561,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLDDR3AJA,2024-09-12,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132571,JVCKENWOOD Corporation,Digital Media Receiver,DMX6523DABS,2024-09-12,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132560,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL5CESAJA,2024-09-12,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132559,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SL5CEKAJA,2024-09-12,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA119406,Zebra Technologies,ET45,ET45,2024-09-12,Phones,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA121553,NXP Semiconductors,Aw690,AW690,2024-09-12,Other,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132549,Honeywell Safety and Productivity Solutions,Mobile Computer,CK62X10,2024-09-12,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA132554,"Megatronix (Beijing) Technology Co., Ltd",Mega_IVI,MegalVI_D1,2024-09-12,Other,5 GHz,"n, ac",True,True,False,False
WFA132567,Signify,WiZ LED Driver,9290041326,2024-09-12,Other,2.4 GHz,n,True,False,False,False
WFA132566,Signify,WiZ LED Driver,9290041325,2024-09-12,Other,2.4 GHz,n,True,False,False,False
WFA132553,D & M Holdings Inc.,AV PRE-AMPLIFIER,AV 20,2024-09-11,"Gaming, Media & Music",2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA114780,Samsung Electronics,SM-S901B/DS,SM-S901B/DS,2024-09-11,Phones,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132174,ZTE Corporation,5G NR Multi model smart phone,A403ZT,2024-09-11,Phones,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132169,Visteon Corporation,Speedometer Assy TFT,N597,2024-09-11,Other,2.4 GHz,n,True,False,False,False
WFA113952,HP Inc.,Wireless HP Jetdirect 3100w accessory with HP Color LaserJet Managed MFP E785dn,5QJ83A,2024-09-10,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA132540,"Huawei Technologies Co., Ltd.",Optical Network Terminal,OptiXstar EN8145B7Ns,2024-09-10,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA131321,ZTE Corporation,GPON ONT,ZXHN F6745,2024-09-10,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132539,"Huawei Technologies Co., Ltd.",Optical Network Terminal,OptiXstar W827E-2,2024-09-10,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA132538,"Huawei Technologies Co., Ltd.",Optical Network Terminal,OptiXstar W827E,2024-09-10,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA132502,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE8AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132507,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE4AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132506,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFS1AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132505,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFS0AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132504,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFN1AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132503,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFN0AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132520,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLFER1AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132501,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE3AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132500,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE2AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132499,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE1AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132498,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFE0AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132497,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFA1AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132509,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFM0AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132508,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFF0AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132515,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLFEE1AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132510,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFM1AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132511,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SS1DM1AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132512,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SS1DM3AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132513,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SS1FS9AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132514,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLFEE0AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132495,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST5FA0AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132516,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLFEE2AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132517,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLFEE3AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132518,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLFER0AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132521,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SS2EE2AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132522,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SS2EE6AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132496,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLGFA0AJ,2024-09-09,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132482,"Zhuhai Pantum Electronics Co., Ltd.",BM5300 Series Laser Printer,PT2AB3B-S1A-01,2024-09-06,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA130441,Vodafone Group PLC,Ultra Hub 7 Fibre,FG4278VF,2024-09-06,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA132179,"Xiamen Yaxon Zhilian Technology Co., Ltd.",IVI,Foton M4,2024-09-06,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132475,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFABAJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132476,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFMBAJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132461,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFE7AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132443,VAIO Corporation,VAIO Wireless LAN Card # 1V01619,1V01619,2024-09-05,Computers & Accessories,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA130989,"Filtcomm Technology Co., Ltd",ONT,FTG6214X-B,2024-09-05,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA131078,"Kaonbroadband CO., LTD.",GPON Gateway,PG5298B,2024-09-05,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA120766,"CradlePoint, Inc.",R920-C7A Ruggedized Router,S5A235A,2024-09-05,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132036,HMD Global Oy,Smart Phone,TA-1640,2024-09-05,Phones,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132457,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFE0AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132458,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFE2AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132459,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFE4AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132460,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFE6AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132462,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFS0AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132463,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFS1AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132464,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFS2AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132465,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFA0AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132474,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFECAJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132468,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFM2AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132469,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFF0AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132470,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFF2AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132471,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFF3AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132472,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFEAAJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132473,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFEBAJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132466,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-STAFA2AJ,2024-09-05,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132452,Mila USA Inc.,Mila Air Purifier,MAP30USWH,2024-09-04,Smart Home,2.4 GHz,n,True,False,False,False
WFA132426,"Home Depot Product Authority, LLC",Smart Glass Door,FH6FSP210T0,2024-09-04,"Gaming, Media & Music",2.4 GHz,n,True,False,False,False
WFA132427,"Home Depot Product Authority, LLC",Smart Glass Door,FH6FSP2W0T2,2024-09-04,Smart Home,2.4 GHz,n,True,False,False,False
WFA132428,"Home Depot Product Authority, LLC",Smart Glass Door,FH8FSP210T0,2024-09-04,Smart Home,2.4 GHz,n,True,False,False,False
WFA103093,Samsung Electronics,SC-52B,SC-52B,2024-09-04,Phones,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA128237,Samsung Electronics,SM-S926B/DS,SM-S926B/DS,2024-09-04,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA132211,SUN CUPID Technology (HK) Ltd.,5G Smartphone,S6707X,2024-09-04,Phones,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA131329,Vodafone Group PLC,Super Wi-Fi 7,RP761BVDF,2024-09-04,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA132400,Seiko Epson Corporation,EPSON Intelligent Hub Box [SB-H50 (2.4G/5G)],SB-H50,2024-09-04,Computers & Accessories,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132401,Seiko Epson Corporation,EPSON Intelligent Hub Box [SB-H50 with OT-WL06(2.4G/5G)],SB-H50,2024-09-04,Computers & Accessories,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132431,"Home Depot Product Authority, LLC",Smart Glass Door,FHGASP210R0,2024-09-04,Smart Home,2.4 GHz,n,True,False,False,False
WFA132432,"Home Depot Product Authority, LLC",Smart Glass Door,FHGBSP210S0,2024-09-04,Smart Home,2.4 GHz,n,True,False,False,False
WFA132433,"Home Depot Product Authority, LLC",Smart Glass Door,FHGBSP210T0,2024-09-04,Smart Home,2.4 GHz,n,True,False,False,False
WFA132434,"Home Depot Product Authority, LLC",Smart Glass Door,FHGBSP280TC,2024-09-04,Smart Home,2.4 GHz,n,True,False,False,False
WFA132435,"Home Depot Product Authority, LLC",Smart Glass Door,FHGBSP2W0T2,2024-09-04,Smart Home,2.4 GHz,n,True,False,False,False
WFA132451,Fujitsu Client Computing Limited,M.2 Module /FCZSW11H85139-11be,FCZSW11H85139-11be,2024-09-04,Computers & Accessories,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA132385,Sony Interactive Entertainment Inc.,PlayStation®5 Pro,CFI-xxxxx,2024-09-04,"Gaming, Media & Music",2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA132448,"Huawei Technologies Co., Ltd.",Optical Network Terminal,OptiXstar HG8245X6-8Ne-21,2024-09-04,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132447,"Huawei Technologies Co., Ltd.",Optical Network Terminal,EchoLife HG8145V5-12,2024-09-04,Routers,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132440,Zebra Technologies,KC50,KC50,2024-09-04,"Tablets, Ereaders & Cameras",2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA132430,"Home Depot Product Authority, LLC",Smart Glass Door,FH8FSP2W0T2,2024-09-04,Smart Home,2.4 GHz,n,True,False,False,False
WFA132429,"Home Depot Product Authority, LLC",Smart Glass Door,FH8FSP210TB,2024-09-04,Smart Home,2.4 GHz,n,True,False,False,False
WFA131797,Actiontec Electronics,Tri-band Wi-Fi7 Router,WF-825,2024-09-03,Routers,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6, 7",True,True,True,True
WFA123429,HP Inc.,HP Laser MFP 1188fnw,715A5A,2024-09-03,Computers & Accessories,2.4 GHz,n,True,False,False,False
WFA123428,HP Inc.,HP Laser 1008w,714Z9A,2024-09-03,Computers & Accessories,2.4 GHz,n,True,False,False,False
WFA132422,Haier Group,GEA Wi-Fi/BLE Combo Module with Right Angle Connector,WCATA011,2024-09-03,Other,2.4 GHz,n,True,False,False,False
WFA103077,Samsung Electronics,SC-51B,SC-51B,2024-09-03,Phones,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA128402,Vantiva,FGA225C,FGA225C,2024-09-03,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132420,TTE Corporation,Soundbar,Q85H Pro,2024-09-03,"Gaming, Media & Music",2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132371,Signify,Wi-Fi connected,9290046653,2024-09-03,Other,2.4 GHz,n,True,False,False,False
WFA132417,Signify,Wi-Fi connected,9290046654,2024-09-03,Other,2.4 GHz,n,True,False,False,False
WFA132418,Signify,Wi-Fi connected,9290046655,2024-09-03,Other,2.4 GHz,n,True,False,False,False
WFA132419,Signify,Wi-Fi connected,9290046656,2024-09-03,Other,2.4 GHz,n,True,False,False,False
WFA132425,Signify,WiZ Contact sensor,9290041219,2024-09-03,Other,2.4 GHz,n,True,False,False,False
WFA132176,CROSSCALL,Mobile phone,Stellar-M6E,2024-09-02,Phones,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA128602,Samsung Electronics,SM-K758B/DS,SM-K758B/DS,2024-09-02,Phones,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA132402,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST3DA0AJB,2024-08-30,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132369,Hyundai Mobis,ccNC_LX3,ccNC_LX3,2024-08-30,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132370,Hyundai Mobis,ccNC Lite_LX3,ccNC Lite_LX3,2024-08-30,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132404,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-SLEDA0AJB,2024-08-30,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132403,"Panasonic Automotive Systems Co., Ltd.",Car Audio System,CN-ST3DA1AJB,2024-08-30,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132363,Signify,Wi-Fi ceiling,9290046440,2024-08-30,Other,2.4 GHz,n,True,False,False,False
WFA132378,Hyundai Mobis,ccNC Lite_CT1,ccNC Lite_CT1,2024-08-30,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA132379,Hyundai Mobis,ccNC_CT1,ccNC_CT1,2024-08-30,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA116517,Samsung Electronics,SC-52C,SC-52C,2024-08-30,Phones,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132359,Signify,Wi-Fi ceiling,9290046311,2024-08-30,Other,2.4 GHz,n,True,False,False,False
WFA132360,Signify,Wi-Fi ceiling,9290046312,2024-08-30,Other,2.4 GHz,n,True,False,False,False
WFA132361,Signify,Wi-Fi ceiling,9290046313,2024-08-30,Other,2.4 GHz,n,True,False,False,False
WFA132362,Signify,Wi-Fi ceiling,9290046314,2024-08-30,Other,2.4 GHz,n,True,False,False,False
WFA132384,Linkplay,WiiM CI MOD A80,AMP011,2024-08-29,Smart Home,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA132388,Samsung Electronics,SM-W9025,SM-W9025,2024-08-29,Phones,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA124599,"Shanghai Wuqi Microelectronics Co., Ltd.",WQ9101,WQ9101,2024-08-29,Other,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132386,Linkplay,WiiM Amp,AMP001,2024-08-29,Smart Home,2.4 GHz; 5 GHz; 6 GHz,"n, ac, 6",True,True,True,False
WFA132149,Seiko Epson Corporation,Multimedia Projector[EB-W55],EB-W55,2024-08-29,Computers & Accessories,2.4 GHz; 5 GHz,n,True,False,False,False
WFA132357,ZTE Corporation,Home Gateway,ZXEN G100A-C4,2024-08-28,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132358,ZTE Corporation,Home Gateway,ZXEN G100S-C4,2024-08-28,Routers,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132355,ZTE Corporation,Wireless Router,ZXHN H6745,2024-08-28,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA129788,Desay SV Automotive,24MM T2 AVN,24MM T2 AVN,2024-08-28,Other,2.4 GHz; 5 GHz,"n, ac",True,True,False,False
WFA127618,NXP Semiconductors,RTOS-IW611/IW612,RTOS-IW611/IW612,2024-08-28,Other,2.4 GHz; 5 GHz,"n, ac, 6",True,True,True,False
WFA132238,Co-Comm Servicios Telecomunicaciones S.L.,4G Fixed Wireless Phone,F780,2024-08-28,Phones,2.4 GHz; 5 GHz,n,True,False,False,False
WFA131220,Arcadyan Technology Corporation,Swisscom Internet-Box 5,GRVA6BE349B-B-H1-LSW,2024-08-28,Routers,2.4 GHz; 5 GHz,"n, ac, 6, 7",True,True,True,True
WFA132367,"Home Depot Product Authority, LLC",Smart Glass Door,FH5FSP210T0,2024-08-27,Smart Home,2.4 GHz,n,True,False,False,False
